Filename Group Natoms Energy_Truth Energy_Pred Testing_Bool
BCC_deformed_26.json Elastic_BCC 2 -16.685287079938483 -16.58839716730153 False
BCC_deformed_71.json Elastic_BCC 2 -16.625340473296696 -16.52708322084271 False
FCC_deformed_2.json Elastic_FCC 4 -16.174380818545817 -16.211794558926893 False
FCC_deformed_93.json Elastic_FCC 4 -16.14756569534785 -16.185148112022517 False
FCC_deformed_15.json Elastic_FCC 4 -16.313014070345304 -16.34524031710952 False
FCC_deformed_50.json Elastic_FCC 4 -16.296037424168077 -16.328888176104385 False
FCC_deformed_34.json Elastic_FCC 4 -16.22073482124746 -16.25563709500934 False
FCC_deformed_89.json Elastic_FCC 4 -16.1554343278996 -16.193104245353744 False
FCC_deformed_21.json Elastic_FCC 4 -16.202049038424185 -16.238089965999187 False
FCC_deformed_56.json Elastic_FCC 4 -16.189980491703686 -16.226487471477956 False
FCC_deformed_43.json Elastic_FCC 4 -16.195620388738387 -16.231997232787315 False
FCC_deformed_54.json Elastic_FCC 4 -16.186184804147032 -16.222860090556686 False
FCC_deformed_71.json Elastic_FCC 4 -16.26049893618883 -16.29428523456893 False
FCC_deformed_69.json Elastic_FCC 4 -16.166653866186422 -16.2041820545059 False
FCC_deformed_44.json Elastic_FCC 4 -16.181770546373734 -16.218349386683567 False
FCC_deformed_61.json Elastic_FCC 4 -16.15610754238223 -16.194183171996254 False
FCC_deformed_22.json Elastic_FCC 4 -16.253459324802083 -16.28759593082152 False
FCC_deformed_63.json Elastic_FCC 4 -16.238290611020524 -16.27287700922053 False
FCC_deformed_46.json Elastic_FCC 4 -16.112410108840084 -16.15193672283278 False
FCC_deformed_92.json Elastic_FCC 4 -16.161048428993677 -16.198494388357716 False
FCC_deformed_60.json Elastic_FCC 4 -16.19976324339628 -16.23588411246285 False
FCC_deformed_12.json Elastic_FCC 4 -16.213947638913606 -16.248990893505734 False
FCC_deformed_47.json Elastic_FCC 4 -16.06224307867433 -16.103426402729667 False
FCC_deformed_75.json Elastic_FCC 4 -16.22903913178839 -16.264110645696526 False
FCC_deformed_48.json Elastic_FCC 4 -16.256673005944798 -16.290671648938726 False
FCC_deformed_79.json Elastic_FCC 4 -16.099323781786527 -16.1394765156482 False
FCC_deformed_11.json Elastic_FCC 4 -16.12686865618405 -16.165351256089416 False
FCC_deformed_16.json Elastic_FCC 4 -16.16351607870443 -16.201134631678848 False
FCC_deformed_73.json Elastic_FCC 4 -16.220087352437922 -16.255472611960933 False
FCC_deformed_10.json Elastic_FCC 4 -16.119450381800455 -16.158307913042922 False
FCC_deformed_72.json Elastic_FCC 4 -16.201213965157947 -16.237349370306646 False
FCC_deformed_37.json Elastic_FCC 4 -16.258245011137717 -16.292534449395035 False
FCC_deformed_58.json Elastic_FCC 4 -16.232431982710185 -16.26720438422086 False
FCC_deformed_30.json Elastic_FCC 4 -16.281070439208676 -16.314516960460494 False
FCC_deformed_97.json Elastic_FCC 4 -16.191104052091287 -16.227513413395748 False
FCC_deformed_77.json Elastic_FCC 4 -16.18206375091492 -16.21847953075008 False
FCC_deformed_87.json Elastic_FCC 4 -16.237757991474357 -16.27282744395768 False
GSF_110_relax_0.35.json GSF_110 24 -16.306817249014426 -16.290827982265593 False
GSF_110_relax_0.3.json GSF_110 24 -16.288225925011826 -16.26678634354288 False
GSF_110_nonrelax_0.1.json GSF_110 24 -16.338108629085614 -16.32781996235099 False
GSF_110_nonrelax_0.25.json GSF_110 24 -16.342651190230132 -16.321109961035315 False
GSF_110_nonrelax_0.45.json GSF_110 24 -16.337771154208603 -16.331054676544092 False
GSF_110_relax_0.1.json GSF_110 24 -16.3242082462335 -16.313633756652045 False
GSF_110_nonrelax_0.05.json GSF_110 24 -16.337771703403515 -16.331054580976975 False
GSF_110_nonrelax_0.4.json GSF_110 24 -16.338108620977412 -16.32782010205241 False
GSF_112_nonrelax_0.5.json GSF_112 30 -16.170655113940718 -16.202681013338815 False
GSF_112_relax_0.0.json GSF_112 30 -16.16976163541487 -16.202145893052972 False
GSF_112_nonrelax_0.1.json GSF_112 30 -16.16665362818244 -16.196856750997092 False
GSF_112_relax_0.35.json GSF_112 30 -16.1187904190383 -16.13794212170086 False
GSF_112_relax_0.2.json GSF_112 30 -16.098816938034986 -16.109996728748115 False
GSF_112_nonrelax_0.2.json GSF_112 30 -16.174624775062572 -16.18693043907928 False
GSF_112_nonrelax_0.3.json GSF_112 30 -16.17867155295065 -16.18702518226711 False
Ta_liquid_2.json Liquid 100 -16.129840211449473 -16.013605951958166 False
100_surface_relax.json Surface 48 -16.22496642237033 -16.21315146717058 False
112_surface_nonrelax.json Surface 30 -15.97955312586656 -16.01584632001234 False
110_surface_relax.json Surface 24 -16.339298282401614 -16.33236195194685 False
A15_5.8.json Volume_A15 8 -13.37594987520511 -13.26290764322929 False
A15_5.9.json Volume_A15 8 -12.805958667961676 -12.718502920198578 False
A15_4.4.json Volume_A15 8 -26.13111953754172 -26.323060789926103 False
A15_5.0.json Volume_A15 8 -18.90836026749517 -18.955920306285705 False
A15_4.0.json Volume_A15 8 -35.18573182731592 -34.41324943936389 False
A15_4.2.json Volume_A15 8 -30.01431549756127 -29.74376426202416 False
A15_6.0.json Volume_A15 8 -12.255371571016106 -12.19980766060965 False
A15_6.4.json Volume_A15 8 -10.235161133811246 -10.329760844165003 False
A15_4.6.json Volume_A15 8 -23.14891164122396 -23.37937679036558 False
A15_6.3.json Volume_A15 8 -10.713755190090064 -10.768074202359909 False
BCC_3.7.json Volume_BCC 2 -12.788090792533868 -12.71693481779618 False
BCC_2.3.json Volume_BCC 2 -49.10212990472433 -48.735162569183636 False
BCC_3.6.json Volume_BCC 2 -13.711057848387625 -13.589091897099994 False
BCC_3.9.json Volume_BCC 2 -11.094537872969752 -11.163112658717377 False
BCC_3.5.json Volume_BCC 2 -14.693254534218973 -14.552142482613313 False
BCC_3.8.json Volume_BCC 2 -11.917050919943398 -11.912917628715984 False
BCC_3.4.json Volume_BCC 2 -15.744378900774475 -15.61812604796297 False
BCC_2.4.json Volume_BCC 2 -41.802895582849175 -41.96047854846135 False
FCC_4.3.json Volume_FCC 4 -15.355948373889996 -15.425297310548874 False
FCC_5.6.json Volume_FCC 4 -7.365989356923636 -7.936839434394041 False
FCC_5.3.json Volume_FCC 4 -8.81382770031464 -9.223239979983491 False
FCC_3.4.json Volume_FCC 4 -27.356464413502657 -27.470650884361216 False
FCC_4.9.json Volume_FCC 4 -11.100585425349552 -11.34376138731702 False
FCC_4.8.json Volume_FCC 4 -11.735650343411212 -11.928769499241465 False
FCC_5.9.json Volume_FCC 4 -6.145172949060197 -7.145239690608504 False
FCC_5.2.json Volume_FCC 4 -9.347327166205119 -9.716185902782051 False
FCC_5.4.json Volume_FCC 4 -8.305837760977177 -8.755579767650321 False
FCC_3.0.json Volume_FCC 4 -42.28486384446172 -41.80565081755 False
FCC_5.7.json Volume_FCC 4 -6.933702544488121 -7.6121061815273485 False
A15_5.json Displaced_A15 64 -16.594128896707204 -16.53983254726332 True
BCC_5.json Displaced_BCC 54 -16.82653519779205 -16.72239801333605 True
BCC_7.json Displaced_BCC 54 -16.797784032358283 -16.6939066107025 True
FCC_2.json Displaced_FCC 48 -16.229344536246483 -16.260833341995106 True
BCC_deformed_78.json Elastic_BCC 2 -16.600543125645217 -16.501727363671858 True
BCC_deformed_31.json Elastic_BCC 2 -16.67017419618166 -16.572964554739983 True
BCC_deformed_60.json Elastic_BCC 2 -16.674405186035862 -16.577261077959975 True
BCC_deformed_0.json Elastic_BCC 2 -16.519707516485283 -16.41898876161747 True
BCC_deformed_6.json Elastic_BCC 2 -16.763740281206022 -16.66865446583447 True
BCC_deformed_84.json Elastic_BCC 2 -16.70521945919363 -16.608782608255858 True
BCC_deformed_97.json Elastic_BCC 2 -16.66116424172301 -16.56372630589925 True
BCC_deformed_4.json Elastic_BCC 2 -16.534463312624414 -16.434109964157148 True
BCC_deformed_27.json Elastic_BCC 2 -16.671731090290695 -16.57454838458024 True
BCC_deformed_53.json Elastic_BCC 2 -16.580724010304266 -16.48143312961969 True
BCC_deformed_75.json Elastic_BCC 2 -16.615591054074347 -16.517099378264867 True
BCC_deformed_51.json Elastic_BCC 2 -16.68253608432336 -16.585581464740585 True
BCC_deformed_33.json Elastic_BCC 2 -16.566490545640907 -16.466872665391524 True
BCC_deformed_29.json Elastic_BCC 2 -16.57849368690882 -16.47916744725753 True
BCC_deformed_7.json Elastic_BCC 2 -16.610236691686723 -16.511636148066344 True
FCC_deformed_84.json Elastic_FCC 4 -16.190385863946695 -16.227116597827727 True
FCC_deformed_40.json Elastic_FCC 4 -16.132038669766995 -16.17033659133536 True
FCC_deformed_39.json Elastic_FCC 4 -16.205481000272947 -16.24124605848565 True
FCC_deformed_7.json Elastic_FCC 4 -16.200690989866608 -16.236554987224572 True
FCC_deformed_78.json Elastic_FCC 4 -16.170982642850944 -16.208470296564087 True
FCC_deformed_70.json Elastic_FCC 4 -16.17899791901206 -16.21614562910449 True
FCC_deformed_28.json Elastic_FCC 4 -16.220305718032172 -16.255390171279192 True
FCC_deformed_51.json Elastic_FCC 4 -16.268694503401587 -16.301999321971717 True
FCC_deformed_20.json Elastic_FCC 4 -16.303961076815728 -16.33659582440521 True
FCC_deformed_19.json Elastic_FCC 4 -16.18126799419609 -16.21801633140326 True
FCC_deformed_33.json Elastic_FCC 4 -16.187349816418426 -16.224361154367653 True
FCC_deformed_42.json Elastic_FCC 4 -16.186114955589026 -16.222211387947645 True
FCC_deformed_90.json Elastic_FCC 4 -16.201859576061576 -16.23817030333123 True
FCC_deformed_29.json Elastic_FCC 4 -16.282396675036075 -16.31610350590945 True
FCC_deformed_65.json Elastic_FCC 4 -16.190829457563925 -16.227390086780915 True
GSF_110_relax_0.15.json GSF_110 24 -16.306566794489953 -16.29057367028939 True
GSF_110_nonrelax_0.2.json GSF_110 24 -16.341476303292907 -16.321850028331244 True
GSF_110_relax_0.2.json GSF_110 24 -16.288296923309645 -16.26686287286984 True
GSF_110_nonrelax_0.15.json GSF_110 24 -16.33951858677992 -16.324291887697562 True
GSF_112_nonrelax_0.45.json GSF_112 30 -16.17012438512087 -16.201360490866872 True
GSF_112_nonrelax_0.25.json GSF_112 30 -16.177919547297005 -16.185556946011253 True
GSF_112_relax_0.25.json GSF_112 30 -16.10146391568548 -16.10843854203086 True
Ta_liquid_3.json Liquid 100 -16.050575679829898 -15.954830190849114 True
110_surface_nonrelax.json Surface 24 -16.23333194480589 -16.231649603466906 True
A15_5.3.json Volume_A15 8 -16.569948474762104 -16.518203371262103 True
A15_6.6.json Volume_A15 8 -9.329875357120974 -9.513117064195873 True
A15_6.9.json Volume_A15 8 -8.100583052882168 -8.462344023776717 True
A15_4.8.json Volume_A15 8 -20.806811125973432 -20.959666455445245 True
BCC_4.0.json Volume_BCC 2 -10.318320389331827 -10.462257729793215 True
BCC_3.3.json Volume_BCC 2 -16.882206339289908 -16.78207110579422 True
BCC_4.2.json Volume_BCC 2 -8.900491931462266 -9.199326027310907 True
FCC_3.5.json Volume_FCC 4 -25.12038313143501 -25.083252856621137 True
FCC_3.7.json Volume_FCC 4 -21.67784091942599 -21.657526798776633 True
FCC_5.5.json Volume_FCC 4 -7.823288527626827 -8.321686795252297 True
FCC_4.0.json Volume_FCC 4 -18.07036286818376 -18.111963712781687 True
FCC_4.7.json Volume_FCC 4 -12.397160992039034 -12.536984206663929 True
A15_2.json Displaced_A15 64 -16.596974766417247 -16.542570570778675 False
A15_8.json Displaced_A15 64 -16.596432841569317 -16.543760922545093 False
A15_6.json Displaced_A15 64 -16.595943630813565 -16.539784582407307 False
BCC_2.json Displaced_BCC 54 -16.80825034847356 -16.704547814293182 False
BCC_8.json Displaced_BCC 54 -16.798234081648435 -16.693520552668517 False
BCC_1.json Displaced_BCC 54 -16.923126969397337 -16.82483549114071 False
FCC_1.json Displaced_FCC 48 -16.230889882481275 -16.264811645155294 False
FCC_5.json Displaced_FCC 48 -16.227733107794403 -16.261987654820526 False
FCC_9.json Displaced_FCC 48 -16.22888848576688 -16.26218753751183 False
BCC_deformed_37.json Elastic_BCC 2 -16.586541586500402 -16.48738362109323 False
BCC_deformed_98.json Elastic_BCC 2 -16.64900940382946 -16.551293957788758 False
BCC_deformed_20.json Elastic_BCC 2 -16.650584782800625 -16.55290091200336 False
BCC_deformed_39.json Elastic_BCC 2 -16.59285938728137 -16.49386081518992 False
BCC_deformed_30.json Elastic_BCC 2 -16.651306181654103 -16.55362055924838 False
BCC_deformed_22.json Elastic_BCC 2 -16.759608080712756 -16.66439932356233 False
BCC_deformed_66.json Elastic_BCC 2 -16.720741349236054 -16.62464270060631 False
BCC_deformed_5.json Elastic_BCC 2 -16.726351608382735 -16.63040449957395 False
BCC_deformed_18.json Elastic_BCC 2 -16.553281238184216 -16.453350729277243 False
BCC_deformed_38.json Elastic_BCC 2 -16.61436990321358 -16.515842038659343 False
BCC_deformed_73.json Elastic_BCC 2 -16.603099345335885 -16.50431226798412 False
BCC_deformed_34.json Elastic_BCC 2 -16.60429751761481 -16.50553303151695 False
BCC_deformed_70.json Elastic_BCC 2 -16.696198003585952 -16.59956015331099 False
BCC_deformed_17.json Elastic_BCC 2 -16.597784311992434 -16.498880733710806 False
BCC_deformed_94.json Elastic_BCC 2 -16.766766770394508 -16.671733404055182 False
BCC_deformed_21.json Elastic_BCC 2 -16.66977174368914 -16.572551192756258 False
BCC_deformed_83.json Elastic_BCC 2 -16.55633043798915 -16.45646732901946 False
BCC_deformed_65.json Elastic_BCC 2 -16.59706596592006 -16.498166567948644 False
BCC_deformed_49.json Elastic_BCC 2 -16.693366010072634 -16.596656053856766 False
BCC_deformed_54.json Elastic_BCC 2 -16.74745142659694 -16.65197472974313 False
BCC_deformed_68.json Elastic_BCC 2 -16.692713484492323 -16.59598093505396 False
BCC_deformed_87.json Elastic_BCC 2 -16.63827906775517 -16.54034422366421 False
BCC_deformed_24.json Elastic_BCC 2 -16.728642299484772 -16.63274365188314 False
BCC_deformed_80.json Elastic_BCC 2 -16.60513114882777 -16.506400229640306 False
BCC_deformed_99.json Elastic_BCC 2 -16.53750578165247 -16.437223677109152 False
BCC_deformed_2.json Elastic_BCC 2 -16.71332707805411 -16.61705265512004 False
BCC_deformed_93.json Elastic_BCC 2 -16.577559417105732 -16.478187306018494 False
BCC_deformed_58.json Elastic_BCC 2 -16.645909033202663 -16.548123804196017 False
BCC_deformed_81.json Elastic_BCC 2 -16.584615411524265 -16.485420601224888 False
BCC_deformed_63.json Elastic_BCC 2 -16.684184276407795 -16.58728153067205 False
BCC_deformed_45.json Elastic_BCC 2 -16.537510175632015 -16.437224443391408 False
BCC_deformed_44.json Elastic_BCC 2 -16.56915103391861 -16.469596471296242 False
BCC_deformed_23.json Elastic_BCC 2 -16.727519357580288 -16.63158517784406 False
BCC_deformed_50.json Elastic_BCC 2 -16.549397539666913 -16.449366334547847 False
BCC_deformed_86.json Elastic_BCC 2 -16.732967938038833 -16.637154749543996 False
FCC_deformed_74.json Elastic_FCC 4 -16.094843530009946 -16.135145488289233 False
FCC_deformed_94.json Elastic_FCC 4 -16.186101173255132 -16.222830678285177 False
FCC_deformed_76.json Elastic_FCC 4 -16.224401444330596 -16.259247492406168 False
FCC_deformed_36.json Elastic_FCC 4 -16.344959477969926 -16.376156796737042 False
FCC_deformed_83.json Elastic_FCC 4 -16.130309687522434 -16.169246485177815 False
FCC_deformed_59.json Elastic_FCC 4 -16.335089474667157 -16.366477629061585 False
FCC_deformed_45.json Elastic_FCC 4 -16.33367517559141 -16.365084460565676 False
FCC_deformed_80.json Elastic_FCC 4 -16.22493707331699 -16.260083658165 False
FCC_deformed_81.json Elastic_FCC 4 -16.16520812616895 -16.20236727508136 False
FCC_deformed_64.json Elastic_FCC 4 -16.277568264896303 -16.310945668427493 False
FCC_deformed_98.json Elastic_FCC 4 -16.26968699248338 -16.303895015264658 False
FCC_deformed_31.json Elastic_FCC 4 -16.191564471077136 -16.227645168514567 False
FCC_deformed_67.json Elastic_FCC 4 -16.137046670452783 -16.175431390119357 False
FCC_deformed_25.json Elastic_FCC 4 -16.17433804088969 -16.210823451592375 False
FCC_deformed_57.json Elastic_FCC 4 -16.170158934338176 -16.207656115136842 False
FCC_deformed_0.json Elastic_FCC 4 -16.215210253974483 -16.25080590966669 False
FCC_deformed_85.json Elastic_FCC 4 -16.20661072988399 -16.24270792842171 False
FCC_deformed_35.json Elastic_FCC 4 -16.25948843149751 -16.29372732486821 False
FCC_deformed_55.json Elastic_FCC 4 -16.15558760659131 -16.193157736472756 False
FCC_deformed_13.json Elastic_FCC 4 -16.211654437033722 -16.24712128964145 False
FCC_deformed_86.json Elastic_FCC 4 -16.14011667387359 -16.178398350209868 False
FCC_deformed_62.json Elastic_FCC 4 -16.15975803838066 -16.196938153929693 False
FCC_deformed_27.json Elastic_FCC 4 -16.253491204828094 -16.287909566221124 False
FCC_deformed_96.json Elastic_FCC 4 -16.243744735653067 -16.278178298149953 False
FCC_deformed_99.json Elastic_FCC 4 -16.18216218696429 -16.218866349657006 False
FCC_deformed_53.json Elastic_FCC 4 -16.277344784892904 -16.310592866720143 False
FCC_deformed_91.json Elastic_FCC 4 -16.26362977872669 -16.297395697484866 False
FCC_deformed_82.json Elastic_FCC 4 -16.307896337177443 -16.3405955559431 False
FCC_deformed_41.json Elastic_FCC 4 -16.173183420236704 -16.210592251572223 False
FCC_deformed_88.json Elastic_FCC 4 -16.178101318278642 -16.21490268621819 False
FCC_deformed_95.json Elastic_FCC 4 -16.165824259819473 -16.20342634951573 False
FCC_deformed_38.json Elastic_FCC 4 -16.21836496185935 -16.25373733332622 False
FCC_deformed_24.json Elastic_FCC 4 -16.239916940193023 -16.275015260796817 False
FCC_deformed_68.json Elastic_FCC 4 -16.11932598507004 -16.158502767425894 False
FCC_deformed_1.json Elastic_FCC 4 -16.165433957838594 -16.202844635318755 False
GSF_110_nonrelax_0.5.json GSF_110 24 -16.338639272639657 -16.332361390080717 False
GSF_110_relax_0.25.json GSF_110 24 -16.28434445855513 -16.260456768575505 False
GSF_110_relax_0.0.json GSF_110 24 -16.338885354141492 -16.332373892046565 False
GSF_110_nonrelax_0.0.json GSF_110 24 -16.338639272643864 -16.33236139008653 False
GSF_110_relax_0.5.json GSF_110 24 -16.338885354137286 -16.332373892040753 False
GSF_110_nonrelax_0.3.json GSF_110 24 -16.34147630779053 -16.321850091121963 False
GSF_110_relax_0.05.json GSF_110 24 -16.33438364892789 -16.327367479013283 False
GSF_112_relax_0.5.json GSF_112 30 -16.16985478512036 -16.202240052378734 False
GSF_112_nonrelax_0.35.json GSF_112 30 -16.174554111177503 -16.19163040017899 False
GSF_112_relax_0.4.json GSF_112 30 -16.133534935530076 -16.160757416802298 False
GSF_112_nonrelax_0.05.json GSF_112 30 -16.169434777764273 -16.201224382280643 False
GSF_112_nonrelax_0.0.json GSF_112 30 -16.170655315140017 -16.202681155476956 False
GSF_112_relax_0.45.json GSF_112 30 -16.153253955767198 -16.18454601167859 False
GSF_112_relax_0.15.json GSF_112 30 -16.11145722765872 -16.132535426216858 False
GSF_112_nonrelax_0.15.json GSF_112 30 -16.169207709395273 -16.19119642959237 False
Ta_liquid_1.json Liquid 100 -15.880913791023085 -15.782694417062437 False
111_surface_relax.json Surface 40 -16.195413334621204 -16.222906603118 False
112_surface_relax.json Surface 30 -16.170622793667555 -16.20268192308811 False
A15_6.8.json Volume_A15 8 -8.493189087384042 -8.786122038786608 False
A15_4.3.json Volume_A15 8 -27.94050791787535 -27.960378709070074 False
A15_4.9.json Volume_A15 8 -19.81284462119924 -19.913312909249203 False
A15_6.7.json Volume_A15 8 -8.902745592668929 -9.137349817469492 False
A15_6.5.json Volume_A15 8 -9.773894179638528 -9.911134836454258 False
A15_5.5.json Volume_A15 8 -15.21433356188269 -15.103390440098835 False
A15_5.1.json Volume_A15 8 -18.07577974988424 -18.081318941025646 False
A15_5.2.json Volume_A15 8 -17.300073960644397 -17.276554885941763 False
A15_5.6.json Volume_A15 8 -14.57843926029178 -14.451208200037367 False
A15_5.7.json Volume_A15 8 -13.96617552180136 -13.838653454815733 False
A15_6.2.json Volume_A15 8 -11.209806925841082 -11.225760073660455 False
BCC_3.2.json Volume_BCC 2 -18.136365299097733 -18.061735767067844 False
BCC_3.1.json Volume_BCC 2 -19.548209672301354 -19.55345815942043 False
BCC_2.8.json Volume_BCC 2 -25.385732797024247 -25.06764949983097 False
BCC_2.5.json Volume_BCC 2 -36.1435253895209 -35.88129234353094 False
BCC_2.6.json Volume_BCC 2 -31.711899936713653 -30.796400028092524 False
BCC_2.9.json Volume_BCC 2 -23.08454687207994 -23.23592276502695 False
BCC_4.1.json Volume_BCC 2 -9.587106443203941 -9.80745507440669 False
FCC_5.8.json Volume_FCC 4 -6.526935418817281 -7.349496706027319 False
FCC_4.4.json Volume_FCC 4 -14.561349954433783 -14.644169948954199 False
FCC_3.1.json Volume_FCC 4 -37.37455321600599 -37.3996848297164 False
FCC_3.8.json Volume_FCC 4 -20.321869551257222 -20.375629743514075 False
FCC_4.2.json Volume_FCC 4 -16.19810641807693 -16.23664307651884 False
FCC_3.9.json Volume_FCC 4 -19.13376753919956 -19.207632786753887 False
FCC_4.1.json Volume_FCC 4 -17.098172120994718 -17.119276424628033 False
FCC_6.0.json Volume_FCC 4 -5.788558452959756 -6.993443539155747 False
FCC_5.1.json Volume_FCC 4 -9.906334690047025 -10.23425890200989 False
FCC_3.3.json Volume_FCC 4 -30.065625179980348 -30.21456999801567 False
FCC_3.6.json Volume_FCC 4 -23.25535335224437 -23.167256927821935 False
A15_7.json Displaced_A15 64 -16.59402066312575 -16.539627321439873 True
A15_3.json Displaced_A15 64 -16.595362157341377 -16.540698943045665 True
BCC_9.json Displaced_BCC 54 -16.80107675162453 -16.69563597327862 True
FCC_7.json Displaced_FCC 48 -16.233838179035146 -16.266176998452043 True
FCC_4.json Displaced_FCC 48 -16.22751639868724 -16.25995851667852 True
BCC_deformed_77.json Elastic_BCC 2 -16.637846644526977 -16.5398726323357 True
BCC_deformed_79.json Elastic_BCC 2 -16.756924923262606 -16.661669100757734 True
BCC_deformed_15.json Elastic_BCC 2 -16.617952128963047 -16.519516372777602 True
BCC_deformed_89.json Elastic_BCC 2 -16.749514012335823 -16.654087427472923 True
BCC_deformed_41.json Elastic_BCC 2 -16.637479623564907 -16.539506988334246 True
BCC_deformed_11.json Elastic_BCC 2 -16.706805071262632 -16.6104187669969 True
BCC_deformed_3.json Elastic_BCC 2 -16.689071190406818 -16.592261157146687 True
BCC_deformed_74.json Elastic_BCC 2 -16.506699476492518 -16.40568269897197 True
BCC_deformed_19.json Elastic_BCC 2 -16.517971681205054 -16.417237117996027 True
BCC_deformed_92.json Elastic_BCC 2 -16.680641819172322 -16.58364982274903 True
BCC_deformed_67.json Elastic_BCC 2 -16.720444804712567 -16.624354606358914 True
BCC_deformed_96.json Elastic_BCC 2 -16.673614272137613 -16.57646858233681 True
BCC_deformed_52.json Elastic_BCC 2 -16.641797707329253 -16.543932573212647 True
BCC_deformed_61.json Elastic_BCC 2 -16.653684225453848 -16.55608682026027 True
BCC_deformed_47.json Elastic_BCC 2 -16.62988811622669 -16.531720420972626 True
FCC_deformed_23.json Elastic_FCC 4 -16.202295971264267 -16.238361718697952 True
FCC_deformed_66.json Elastic_FCC 4 -16.17353708562226 -16.210822725431356 True
FCC_deformed_6.json Elastic_FCC 4 -16.195320469239253 -16.231664896013474 True
FCC_deformed_14.json Elastic_FCC 4 -16.237073764343606 -16.271873453729988 True
FCC_deformed_32.json Elastic_FCC 4 -16.24654325359159 -16.28108343449717 True
FCC_deformed_9.json Elastic_FCC 4 -16.194207955201346 -16.23090226115557 True
FCC_deformed_17.json Elastic_FCC 4 -16.182719114823097 -16.219382859096417 True
FCC_deformed_4.json Elastic_FCC 4 -16.206481103009978 -16.242661906781763 True
FCC_deformed_18.json Elastic_FCC 4 -16.149587072037995 -16.1874191789263 True
FCC_deformed_3.json Elastic_FCC 4 -16.184232155792024 -16.22113789816334 True
FCC_deformed_5.json Elastic_FCC 4 -16.16238218927603 -16.199529760194082 True
FCC_deformed_8.json Elastic_FCC 4 -16.23906578164499 -16.273407607986925 True
