5.500000000000000000e+01 1.971227343906889473e-02 2.733309471721310710e-02
5.600000000000000000e+01 2.366098415568274049e-02 2.557776631303048526e-02
5.700000000000000000e+01 2.568286883407111532e-02 2.521174041146423406e-02
5.800000000000000000e+01 2.043955886654202914e-02 2.468087451701908921e-02
5.900000000000000000e+01 2.231642380555420857e-02 2.236863496883805674e-02
6.000000000000000000e+01 2.197492939632184061e-02 2.193416297112499996e-02
6.100000000000000000e+01 2.107431413818972032e-02 1.746976029919876036e-02
6.200000000000000000e+01 1.854427986392437333e-02 2.429122060389740309e-02
6.300000000000000000e+01 2.353654138414640329e-02 2.271069289885677481e-02
6.400000000000000000e+01 2.380933986641764477e-02 2.184602629599144766e-02
6.500000000000000000e+01 1.935795321665523261e-02 1.919977048990923613e-02
6.600000000000000000e+01 2.030710829198767442e-02 2.274129826037096791e-02
6.700000000000000000e+01 2.048731227190359050e-02 1.920777691160375361e-02
6.800000000000000000e+01 1.878381905120818374e-02 2.192890914869037242e-02
6.900000000000000000e+01 1.817755632100670482e-02 2.244385472528977535e-02
7.000000000000000000e+01 1.866737290109199421e-02 2.182180251734930007e-02
7.100000000000000000e+01 1.977057185555963770e-02 2.071516752364134864e-02
7.200000000000000000e+01 1.946319122168915783e-02 2.045569999037460257e-02
7.300000000000000000e+01 1.786946847715142894e-02 2.154727617134507764e-02
7.400000000000000000e+01 1.887915094240000258e-02 2.165743382335806946e-02
7.500000000000000000e+01 1.688476778704739445e-02 2.011722078454373022e-02
7.600000000000000000e+01 1.923328690872949664e-02 1.444716246310509891e-02
7.700000000000000000e+01 1.958112061984706997e-02 1.559593877833062234e-02
7.800000000000000000e+01 1.640402714947919449e-02 1.884000477717303820e-02
7.900000000000000000e+01 1.981990183799098304e-02 1.834912135473132366e-02
8.000000000000000000e+01 1.777372578546021487e-02 1.290436769938553725e-02
8.100000000000000000e+01 1.658775973771753343e-02 1.840024602331271145e-02
8.200000000000000000e+01 1.792464560355711001e-02 1.895181067733834115e-02
8.300000000000000000e+01 1.716240689419024079e-02 1.465235181217394711e-02
8.400000000000000000e+01 1.709613610111659909e-02 1.409764681349250613e-02
8.500000000000000000e+01 1.502763643776994229e-02 1.757301859054547985e-02
8.600000000000000000e+01 1.499008614410968221e-02 1.450760755724443511e-02
8.700000000000000000e+01 1.630096078275755644e-02 1.270648801073548384e-02
8.800000000000000000e+01 1.337843174660946488e-02 1.632047535141672306e-02
8.900000000000000000e+01 1.483817460831460266e-02 1.449189608475925060e-02
9.000000000000000000e+01 1.452453812601106620e-02 1.627418818108188753e-02
9.100000000000000000e+01 1.563315734512116251e-02 1.709435876214878899e-02
9.200000000000000000e+01 1.613030920850633265e-02 1.272196413986291345e-02
9.300000000000000000e+01 1.537160384967251048e-02 1.651527575501989323e-02
9.400000000000000000e+01 1.516231914423826765e-02 1.557285437619222203e-02
9.500000000000000000e+01 1.487187823732938341e-02 1.155386747164552017e-02
9.600000000000000000e+01 1.397417849644000398e-02 1.598713201799130748e-02
9.700000000000000000e+01 1.245563322632037284e-02 1.458657393128045751e-02
9.800000000000000000e+01 1.207134443544966018e-02 1.524565022685107733e-02
9.900000000000000000e+01 1.416666999759286227e-02 1.303708127800616394e-02
